Rk,Team,home_games,home_total,home_avg,home_pct,road_games,road_avg,road_pct,ov_games,ov_avg,ov_pct,year,Team,Abbrev,Nickname
2,Cavaliers,41,"843,042","20,562",100,41,"19,071",99.5,82,"19,825",99.8,2018,Cleveland Cavaliers,CLE,Cavaliers
3,76ers,41,"833,503","20,329",100,41,"18,012",93.6,82,"19,185",96.9,2018,Philadelphia 76ers,PHI,76ers
4,Raptors,41,"813,431","19,839",100.2,41,"17,673",92,82,"18,756",96.2,2018,Toronto Raptors,TOR,Raptors
5,Mavericks,41,"811,453","19,791",103.1,41,"17,374",91.5,82,"18,597",97.4,2018,Dallas Mavericks,DAL,Mavericks
6,Heat,41,"785,250","19,631",100.2,41,"18,177",94.5,82,"18,895",97.3,2018,Miami Heat,MIA,Heat
7,Warriors,41,"803,436","19,596",100,41,"18,884",99.6,82,"19,240",99.8,2018,Golden State Warriors,GSW,Warriors
8,Trail Blazers,41,"795,328","19,398",99.8,41,"17,556",92.7,82,"18,477",96.3,2018,Portland Trail Blazers,POR,Trail Blazers
9,NY Knicks,41,"792,608","19,331",97.6,41,"18,179",94.8,82,"18,762",96.2,2018,New York Knicks,NYK,NY Knicks
10,Lakers,41,"776,327","18,934",99.3,41,"18,655",98.6,82,"18,796",99,2018,Los Angeles Lakers,LAL,Lakers
11,Celtics,41,"744,960","18,624",100,41,"18,588",96.5,82,"18,606",98.2,2018,Boston Celtics,BOS,Celtics
12,Spurs,41,"754,562","18,403",99,41,"18,427",97.1,82,"18,415",98.1,2018,San Antonio Spurs,SAS,Spurs
13,Thunder,41,"746,323","18,203",100,41,"18,866",99.2,82,"18,534",99.6,2018,Oklahoma City Thunder,OKC,Thunder
14,Wizards,41,"718,946","17,973",88.6,41,"17,682",92.1,82,"17,826",90.3,2018,Washington Wizards,WAS,Wizards
15,Jazz,41,"734,806","17,922",90,41,"17,495",92.5,82,"17,708",91.2,2018,Utah Jazz,UTA,Jazz
16,Rockets,41,"716,008","17,900",99.2,41,"18,369",96.7,82,"18,137",97.9,2018,Houston Rockets,HOU,Rockets
17,Magic,41,"715,728","17,893",94.9,41,"17,651",91.9,82,"17,770",93.4,2018,Orlando Magic,ORL,Magic
18,Kings,41,"649,571","17,555",100.3,41,"17,478",91.8,82,"17,515",95.7,2018,Sacramento Kings,SAC,Kings
19,Pistons,41,"713,945","17,413",82.9,41,"17,959",93.7,82,"17,686",88.1,2018,Detroit Pistons,DET,Pistons
20,Nuggets,41,"702,796","17,141",89.5,41,"17,871",94,82,"17,506",91.7,2018,Denver Nuggets,DEN,Nuggets
21,Timberwolves,41,"699,308","17,056",89.9,41,"17,850",93.8,82,"17,453",91.9,2018,Minnesota Timberwolves,MIN,Timberwolves
22,Clippers,41,"697,812","17,019",89.3,41,"17,735",93.7,82,"17,373",91.4,2018,Los Angeles Clippers,LAC,Clippers
23,Suns,41,"674,655","16,866",91.6,41,"17,610",92.4,82,"17,243",92,2018,Phoenix Suns,PHO,Suns
24,Bucks,41,"685,303","16,714",89.3,41,"18,380",95.2,82,"17,547",92.3,2018,Milwaukee Bucks,MIL,Bucks
25,Pelicans,41,"673,920","16,437",95.6,41,"17,911",93.9,82,"17,174",94.7,2018,New Orleans Pelicans,NOP,Pelicans
26,Hornets,41,"671,404","16,375",85.8,41,"17,623",91.6,82,"16,999",88.7,2018,Charlotte Hornets,CHO,Hornets
27,Pacers,41,"658,119","16,051",88.4,41,"17,749",91.8,82,"16,889",90.1,2018,Indiana Pacers,IND,Pacers
28,Grizzlies,41,"653,863","15,947",88,41,"17,348",91.2,82,"16,648",89.7,2018,Memphis Grizzlies,MEM,Grizzlies
29,Nets,41,"622,278","15,556",85.9,41,"17,687",91.8,82,"16,622",89,2018,Brooklyn Nets,BRK,Nets
30,Hawks,41,"590,769","14,409",76.9,41,"17,854",92.7,82,"16,088",84.7,2018,Atlanta Hawks,ATL,Hawks
1,76ers,41,"838,092","20,441",100.6,41,"17,895",94.3,82,"19,168",97.5,2019,Philadelphia 76ers,PHI,76ers
2,Bulls,41,"823,475","20,084",96,41,"17,822",94.1,82,"18,953",95.1,2019,Chicago Bulls,CHI,Bulls
3,Mavericks,41,"820,569","20,013",104.2,41,"18,073",95.9,82,"19,043",100.1,2019,Dallas Mavericks,DAL,Mavericks
4,Raptors,41,"812,822","19,824",100.1,41,"18,239",95.7,82,"19,032",98,2019,Toronto Raptors,TOR,Raptors
5,Heat,41,"805,264","19,640",100.2,41,"18,176",95.5,82,"18,908",97.9,2019,Miami Heat,MIA,Heat
6,Warriors,41,"803,436","19,596",100,41,"18,790",99.7,82,"19,193",99.8,2019,Golden State Warriors,GSW,Warriors
7,Trail Blazers,41,"799,345","19,496",100.3,41,"17,992",95.4,82,"18,753",97.9,2019,Portland Trail Blazers,POR,Trail Blazers
8,Cavaliers,41,"793,337","19,349",99.6,41,"17,632",92.6,82,"18,490",96.1,2019,Cleveland Cavaliers,CLE,Cavaliers
9,NY Knicks,41,"779,087","19,002",95.9,41,"17,566",92.6,82,"18,284",94.3,2019,New York Knicks,NYK,NY Knicks
10,Lakers,41,"778,877","18,997",99.7,41,"18,862",100.3,82,"18,929",100,2019,Los Angeles Lakers,LAL,Lakers
11,Celtics,41,"763,584","18,624",100,41,"18,671",97.5,82,"18,647",98.8,2019,Boston Celtics,BOS,Celtics
12,Nuggets,41,"756,457","18,450",96.3,41,"17,474",92.8,82,"17,962",94.6,2019,Denver Nuggets,DEN,Nuggets
13,Spurs,41,"750,616","18,307",98.5,41,"17,381",92.3,82,"17,844",95.4,2019,San Antonio Spurs,SAS,Spurs
14,Jazz,41,"750,546","18,306",100,41,"17,517",93,82,"17,911",96.4,2019,Utah Jazz,UTA,Jazz
15,Thunder,41,"746,323","18,203",100,41,"17,866",94.7,82,"18,034",97.3,2019,Oklahoma City Thunder,OKC,Thunder
16,Rockets,41,"740,392","18,058",100.1,41,"17,921",95,82,"17,989",97.5,2019,Houston Rockets,HOU,Rockets
17,Bucks,41,"721,692","17,602",101.5,41,"18,185",95.1,82,"17,893",98.1,2019,Milwaukee Bucks,MIL,Bucks
18,Magic,41,"720,024","17,561",93.2,41,"17,659",92.4,82,"17,610",92.8,2019,Orlando Magic,ORL,Magic
19,Wizards,41,"716,996","17,487",86.2,41,"17,509",91.8,82,"17,498",89,2019,Washington Wizards,WAS,Wizards
20,Clippers,41,"710,327","17,325",90.9,41,"17,233",91.4,82,"17,279",91.2,2019,Los Angeles Clippers,LAC,Clippers
21,Kings,41,"700,975","17,096",97.7,41,"17,199",91.1,82,"17,148",94.3,2019,Sacramento Kings,SAC,Kings
22,Pacers,41,"689,310","16,812",92.6,41,"17,957",93.7,82,"17,377",93.1,2019,Indiana Pacers,IND,Pacers
23,Hornets,41,"676,570","16,501",86.5,41,"17,648",92.8,82,"17,074",89.7,2019,Charlotte Hornets,CHO,Hornets
24,Pistons,41,"675,963","16,486",78.5,41,"17,819",94.1,82,"17,153",85.9,2019,Detroit Pistons,DET,Pistons
25,Pelicans,41,"656,183","16,004",93.1,41,"17,667",93.4,82,"16,835",93.3,2019,New Orleans Pelicans,NOP,Pelicans
26,Grizzlies,41,"607,564","15,578",86,41,"17,579",93.3,82,"16,604",89.8,2019,Memphis Grizzlies,MEM,Grizzlies
27,Hawks,41,"628,440","15,327",81.8,41,"17,786",93.7,82,"16,557",87.8,2019,Atlanta Hawks,ATL,Hawks
28,Timberwolves,41,"627,543","15,305",80.7,41,"17,641",93.7,82,"16,473",87.1,2019,Minnesota Timberwolves,MIN,Timberwolves
29,Suns,41,"627,023","15,293",83,41,"17,982",95.3,82,"16,638",89.2,2019,Phoenix Suns,PHO,Suns
30,Nets,41,"612,597","14,941",84.3,41,"18,085",94.7,82,"16,513",89.7,2019,Brooklyn Nets,BRK,Nets
